#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_003665115.1	PRJNA487590	SAMN10185737	RCDE00000000.1	na	1280	1280	Staphylococcus aureus	strain=GD-G33		latest	Scaffold	Major	Full	2018/11/27	ASM366511v1	China Agriculture University	GCF_003665115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/115/GCA_003665115.1_ASM366511v1		
GCA_003665125.1	PRJNA487590	SAMN10185812	RCDF00000000.1	na	1280	1280	Staphylococcus aureus	strain=GD-G38		latest	Scaffold	Major	Full	2018/11/27	ASM366512v1	China Agriculture University	GCF_003665125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/125/GCA_003665125.1_ASM366512v1		
GCA_003668615.1	PRJNA496382	SAMN10240150	RCVV00000000.1	na	1280	1280	Staphylococcus aureus	strain=ZH01		latest	Contig	Major	Full	2018/10/22	ASM366861v1	University Hospital Basel	GCF_003668615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/668/615/GCA_003668615.1_ASM366861v1		
GCA_003668625.1	PRJNA496384	SAMN10240152	RCVW00000000.1	na	1280	1280	Staphylococcus aureus	strain=ZH02		latest	Contig	Major	Full	2018/10/22	ASM366862v1	University Hospital Basel	GCF_003668625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/668/625/GCA_003668625.1_ASM366862v1		
GCA_003668675.1	PRJNA496413	SAMN10240662	RCVY00000000.1	na	1280	1280	Staphylococcus aureus	strain=ZH04		latest	Contig	Major	Full	2018/10/22	ASM366867v1	University Hospital Basel	GCF_003668675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/668/675/GCA_003668675.1_ASM366867v1		
GCA_003668685.1	PRJNA496406	SAMN10240629	RCVX00000000.1	na	1280	1280	Staphylococcus aureus	strain=ZH03		latest	Contig	Major	Full	2018/10/22	ASM366868v1	University Hospital Basel	GCF_003668685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/668/685/GCA_003668685.1_ASM366868v1		
GCA_003693065.1	PRJNA489191	SAMN09950658	REGS00000000.1	na	46170	1280	Staphylococcus aureus subsp. aureus	strain=CCUG 35601		latest	Contig	Major	Full	2018/10/29	ASM369306v1	Uppsala University	GCF_003693065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/065/GCA_003693065.1_ASM369306v1		
GCA_003693275.1	PRJNA497393	SAMN10256273	RDQT00000000.1	na	1280	1280	Staphylococcus aureus	strain=LYJ002		latest	Contig	Major	Full	2018/10/29	ASM369327v1	Zhongshan School of Medicine, Sun Yat-sen University	GCF_003693275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/275/GCA_003693275.1_ASM369327v1		
GCA_003697285.1	PRJNA497393	SAMN10256274	RDQS00000000.1	na	1280	1280	Staphylococcus aureus	strain=LYJ003		latest	Contig	Major	Full	2018/10/29	ASM369728v1	Zhongshan School of Medicine, Sun Yat-sen University	GCF_003697285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/697/285/GCA_003697285.1_ASM369728v1		
GCA_003697325.1	PRJNA497393	SAMN10256272	RDQU00000000.1	na	1280	1280	Staphylococcus aureus	strain=LYJ001		latest	Contig	Major	Full	2018/10/29	ASM369732v1	Zhongshan School of Medicine, Sun Yat-sen University	GCF_003697325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/697/325/GCA_003697325.1_ASM369732v1		
GCA_003710305.1	PRJNA498584	SAMN10319634	RHIY00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB30101		latest	Contig	Major	Full	2018/11/04	ASM371030v1	Christian Medical College	GCF_003710305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/305/GCA_003710305.1_ASM371030v1		
GCA_003710315.1	PRJNA498584	SAMN10319636	RHJA00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB32131		latest	Contig	Major	Full	2018/11/04	ASM371031v1	Christian Medical College	GCF_003710315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/315/GCA_003710315.1_ASM371031v1		
GCA_003710345.1	PRJNA498584	SAMN10319635	RHIZ00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB31794		latest	Contig	Major	Full	2018/11/04	ASM371034v1	Christian Medical College	GCF_003710345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/345/GCA_003710345.1_ASM371034v1		
GCA_003710355.1	PRJNA498584	SAMN10319615	RHIF00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB2304		latest	Contig	Major	Full	2018/11/04	ASM371035v1	Christian Medical College	GCF_003710355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/355/GCA_003710355.1_ASM371035v1		
GCA_003710365.1	PRJNA498584	SAMN10319616	RHIG00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB4126		latest	Contig	Major	Full	2018/11/04	ASM371036v1	Christian Medical College	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/365/GCA_003710365.1_ASM371036v1	many frameshifted proteins	
GCA_003710395.1	PRJNA498584	SAMN10319614	RHIE00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB1425		latest	Contig	Major	Full	2018/11/04	ASM371039v1	Christian Medical College	GCF_003710395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/395/GCA_003710395.1_ASM371039v1		
GCA_003710425.1	PRJNA498584	SAMN10319632	RHIW00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB28228		latest	Contig	Major	Full	2018/11/04	ASM371042v1	Christian Medical College	GCF_003710425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/425/GCA_003710425.1_ASM371042v1		
GCA_003710445.1	PRJNA498584	SAMN10319633	RHIX00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB28729		latest	Contig	Major	Full	2018/11/04	ASM371044v1	Christian Medical College	GCF_003710445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/445/GCA_003710445.1_ASM371044v1		
GCA_003710455.1	PRJNA498584	SAMN10319627	RHIR00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB14806		latest	Contig	Major	Full	2018/11/04	ASM371045v1	Christian Medical College	GCF_003710455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/455/GCA_003710455.1_ASM371045v1		
GCA_003710475.1	PRJNA498584	SAMN10319617	RHIH00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB7336		latest	Contig	Major	Full	2018/11/04	ASM371047v1	Christian Medical College	GCF_003710475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/475/GCA_003710475.1_ASM371047v1		
GCA_003710505.1	PRJNA498584	SAMN10319630	RHIU00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB20921		latest	Contig	Major	Full	2018/11/04	ASM371050v1	Christian Medical College	GCF_003710505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/505/GCA_003710505.1_ASM371050v1		
GCA_003710515.1	PRJNA498584	SAMN10319628	RHIS00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB14915		latest	Contig	Major	Full	2018/11/04	ASM371051v1	Christian Medical College	GCF_003710515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/515/GCA_003710515.1_ASM371051v1		
GCA_003710545.1	PRJNA498584	SAMN10319629	RHIT00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB16446		latest	Contig	Major	Full	2018/11/04	ASM371054v1	Christian Medical College	GCF_003710545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/545/GCA_003710545.1_ASM371054v1		
GCA_003710565.1	PRJNA498584	SAMN10319622	RHIM00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB10363		latest	Contig	Major	Full	2018/11/04	ASM371056v1	Christian Medical College	GCF_003710565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/565/GCA_003710565.1_ASM371056v1		
GCA_003710575.1	PRJNA498584	SAMN10319631	RHIV00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB24282		latest	Contig	Major	Full	2018/11/04	ASM371057v1	Christian Medical College	GCF_003710575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/575/GCA_003710575.1_ASM371057v1		
GCA_003710585.1	PRJNA498584	SAMN10319618	RHII00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB7752		latest	Contig	Major	Full	2018/11/04	ASM371058v1	Christian Medical College	GCF_003710585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/585/GCA_003710585.1_ASM371058v1		
GCA_003710625.1	PRJNA498584	SAMN10319626	RHIQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB14468		latest	Contig	Major	Full	2018/11/04	ASM371062v1	Christian Medical College	GCF_003710625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/625/GCA_003710625.1_ASM371062v1		
GCA_003710635.1	PRJNA498584	SAMN10319625	RHIP00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB14080		latest	Contig	Major	Full	2018/11/04	ASM371063v1	Christian Medical College	GCF_003710635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/635/GCA_003710635.1_ASM371063v1		
GCA_003710645.1	PRJNA498584	SAMN10319613	RHID00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB1281		latest	Contig	Major	Full	2018/11/04	ASM371064v1	Christian Medical College	GCF_003710645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/645/GCA_003710645.1_ASM371064v1		
GCA_003710685.1	PRJNA498584	SAMN10319620	RHIK00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB8852		latest	Contig	Major	Full	2018/11/04	ASM371068v1	Christian Medical College	GCF_003710685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/685/GCA_003710685.1_ASM371068v1		
GCA_003710705.1	PRJNA498584	SAMN10319621	RHIL00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB9621		latest	Contig	Major	Full	2018/11/04	ASM371070v1	Christian Medical College	GCF_003710705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/705/GCA_003710705.1_ASM371070v1		
GCA_003710725.1	PRJNA498584	SAMN10319623	RHIN00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB12492		latest	Contig	Major	Full	2018/11/04	ASM371072v1	Christian Medical College	GCF_003710725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/725/GCA_003710725.1_ASM371072v1		
GCA_003710745.1	PRJNA498584	SAMN10319624	RHIO00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB13872		latest	Contig	Major	Full	2018/11/04	ASM371074v1	Christian Medical College	GCF_003710745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/745/GCA_003710745.1_ASM371074v1		
GCA_003710755.1	PRJNA498584	SAMN10319619	RHIJ00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB8215		latest	Contig	Major	Full	2018/11/04	ASM371075v1	Christian Medical College	GCF_003710755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/755/GCA_003710755.1_ASM371075v1		
GCA_003710765.1	PRJNA498584	SAMN10319611	RHIC00000000.1	na	1280	1280	Staphylococcus aureus	strain=VB103		latest	Contig	Major	Full	2018/11/04	ASM371076v1	Christian Medical College	GCF_003710765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/710/765/GCA_003710765.1_ASM371076v1		
GCA_003717315.1	PRJNA488332	SAMN09930408	QWKQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=JSNZ		latest	Scaffold	Major	Full	2018/11/07	ASM371731v1	Robert Koch Institute	GCF_003717315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/315/GCA_003717315.1_ASM371731v1		
GCA_003717335.1	PRJNA488332	SAMN09930405	QWKT00000000.1	na	1280	1280	Staphylococcus aureus	strain=muCC8c		latest	Scaffold	Major	Full	2018/11/07	ASM371733v1	Robert Koch Institute	GCF_003717335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/335/GCA_003717335.1_ASM371733v1		
GCA_003717375.1	PRJNA488332	SAMN09930407	QWKR00000000.1	na	1280	1280	Staphylococcus aureus	strain=muCC88d		latest	Contig	Major	Full	2018/11/07	ASM371737v1	Robert Koch Institute	GCF_003717375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/375/GCA_003717375.1_ASM371737v1		
GCA_003717415.1	PRJNA488332	SAMN09930406	QWKS00000000.1	na	1280	1280	Staphylococcus aureus	strain=DIP		latest	Scaffold	Major	Full	2018/11/07	ASM371741v1	Robert Koch Institute	GCF_003717415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/415/GCA_003717415.1_ASM371741v1		
GCA_003719845.1	PRJNA480016	SAMN09847848	RIYG00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-213		latest	Contig	Major	Full	2018/11/11	ASM371984v1	Emory University	GCF_003719845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/845/GCA_003719845.1_ASM371984v1		
GCA_003719855.1	PRJNA480016	SAMN09847833	RIYM00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-123		latest	Contig	Major	Full	2018/11/11	ASM371985v1	Emory University	GCF_003719855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/855/GCA_003719855.1_ASM371985v1		
GCA_003719895.1	PRJNA480016	SAMN09847821	RIWY00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-101		latest	Contig	Major	Full	2018/11/11	ASM371989v1	Emory University	GCF_003719895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/895/GCA_003719895.1_ASM371989v1		
GCA_003719905.1	PRJNA480016	SAMN09847843	RIYQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-171		latest	Contig	Major	Full	2018/11/11	ASM371990v1	Emory University	GCF_003719905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/905/GCA_003719905.1_ASM371990v1		
GCA_003719935.1	PRJNA480016	SAMN09847868	RIYS00000000.1	na	1280	1280	Staphylococcus aureus	strain=JE2		latest	Contig	Major	Full	2018/11/11	ASM371993v1	Emory University	GCF_003719935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/935/GCA_003719935.1_ASM371993v1		
GCA_003719945.1	PRJNA480016	SAMN09847847	RIYR00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-201		latest	Contig	Major	Full	2018/11/11	ASM371994v1	Emory University	GCF_003719945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/945/GCA_003719945.1_ASM371994v1		
GCA_003719965.1	PRJNA480016	SAMN09847845	RIYF00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-178		latest	Contig	Major	Full	2018/11/11	ASM371996v1	Emory University	GCF_003719965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/965/GCA_003719965.1_ASM371996v1		
GCA_003719995.1	PRJNA480016	SAMN09847839	RIYP00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-150		latest	Contig	Major	Full	2018/11/11	ASM371999v1	Emory University	GCF_003719995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/719/995/GCA_003719995.1_ASM371999v1		
GCA_003720015.1	PRJNA480016	SAMN09847838	RIYO00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-150		latest	Contig	Major	Full	2018/11/11	ASM372001v1	Emory University	GCF_003720015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/015/GCA_003720015.1_ASM372001v1		
GCA_003720025.1	PRJNA480016	SAMN09847835	RIYI00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-146		latest	Contig	Major	Full	2018/11/11	ASM372002v1	Emory University	GCF_003720025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/025/GCA_003720025.1_ASM372002v1		
GCA_003720055.1	PRJNA480016	SAMN09847856	RIYH00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-316		latest	Contig	Major	Full	2018/11/11	ASM372005v1	Emory University	GCF_003720055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/055/GCA_003720055.1_ASM372005v1		
GCA_003720075.1	PRJNA480016	SAMN09847862	RIXO00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-487		latest	Contig	Major	Full	2018/11/11	ASM372007v1	Emory University	GCF_003720075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/075/GCA_003720075.1_ASM372007v1		
GCA_003720085.1	PRJNA480016	SAMN09847850	RIXY00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-238		latest	Contig	Major	Full	2018/11/11	ASM372008v1	Emory University	GCF_003720085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/085/GCA_003720085.1_ASM372008v1		
GCA_003720115.1	PRJNA480016	SAMN09847824	RIYK00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-102		latest	Contig	Major	Full	2018/11/11	ASM372011v1	Emory University	GCF_003720115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/115/GCA_003720115.1_ASM372011v1		
GCA_003720125.1	PRJNA480016	SAMN09847860	RIXM00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-430		latest	Contig	Major	Full	2018/11/11	ASM372012v1	Emory University	GCF_003720125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/125/GCA_003720125.1_ASM372012v1		
GCA_003720135.1	PRJNA480016	SAMN09847837	RIYN00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-149		latest	Contig	Major	Full	2018/11/11	ASM372013v1	Emory University	GCF_003720135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/135/GCA_003720135.1_ASM372013v1		
GCA_003720175.1	PRJNA480016	SAMN09847864	RIXQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-509		latest	Contig	Major	Full	2018/11/11	ASM372017v1	Emory University	GCF_003720175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/175/GCA_003720175.1_ASM372017v1		
GCA_003720195.1	PRJNA480016	SAMN09847831	RIYL00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-120		latest	Contig	Major	Full	2018/11/11	ASM372019v1	Emory University	GCF_003720195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/195/GCA_003720195.1_ASM372019v1		
GCA_003720205.1	PRJNA480016	SAMN09847830	RIYJ00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-105		latest	Contig	Major	Full	2018/11/11	ASM372020v1	Emory University	GCF_003720205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/205/GCA_003720205.1_ASM372020v1		
GCA_003720235.1	PRJNA480016	SAMN09847846	RIYB00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-196		latest	Contig	Major	Full	2018/11/11	ASM372023v1	Emory University	GCF_003720235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/235/GCA_003720235.1_ASM372023v1		
GCA_003720245.1	PRJNA480016	SAMN09847823	RIYE00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-101		latest	Contig	Major	Full	2018/11/11	ASM372024v1	Emory University	GCF_003720245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/245/GCA_003720245.1_ASM372024v1		
GCA_003720255.1	PRJNA480016	SAMN09847804	RIWH00000000.1	na	1280	1280	Staphylococcus aureus	strain=BCH-SA-01		latest	Contig	Major	Full	2018/11/11	ASM372025v1	Emory University	GCF_003720255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/255/GCA_003720255.1_ASM372025v1		
GCA_003720295.1	PRJNA480016	SAMN09847861	RIXN00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-447		latest	Contig	Major	Full	2018/11/11	ASM372029v1	Emory University	GCF_003720295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/295/GCA_003720295.1_ASM372029v1		
GCA_003720305.1	PRJNA480016	SAMN09847834	RIYD00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-134		latest	Contig	Major	Full	2018/11/11	ASM372030v1	Emory University	GCF_003720305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/305/GCA_003720305.1_ASM372030v1		
GCA_003720325.1	PRJNA480016	SAMN09847849	RIYC00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-219		latest	Contig	Major	Full	2018/11/11	ASM372032v1	Emory University	GCF_003720325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/325/GCA_003720325.1_ASM372032v1		
GCA_003720355.1	PRJNA480016	SAMN09847832	RIXU00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-122		latest	Contig	Major	Full	2018/11/11	ASM372035v1	Emory University	GCF_003720355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/355/GCA_003720355.1_ASM372035v1		
GCA_003720375.1	PRJNA480016	SAMN09847840	RIXZ00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-152		latest	Contig	Major	Full	2018/11/11	ASM372037v1	Emory University	GCF_003720375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/375/GCA_003720375.1_ASM372037v1		
GCA_003720385.1	PRJNA480016	SAMN09847842	RIYA00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-170		latest	Contig	Major	Full	2018/11/11	ASM372038v1	Emory University	GCF_003720385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/385/GCA_003720385.1_ASM372038v1		
GCA_003720415.1	PRJNA480016	SAMN09847844	RIXX00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-172		latest	Contig	Major	Full	2018/11/11	ASM372041v1	Emory University	GCF_003720415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/415/GCA_003720415.1_ASM372041v1		
GCA_003720435.1	PRJNA480016	SAMN09847826	RIXA00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-105		latest	Contig	Major	Full	2018/11/11	ASM372043v1	Emory University	GCF_003720435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/435/GCA_003720435.1_ASM372043v1		
GCA_003720445.1	PRJNA480016	SAMN09847841	RIXW00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-153		latest	Contig	Major	Full	2018/11/11	ASM372044v1	Emory University	GCF_003720445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/445/GCA_003720445.1_ASM372044v1		
GCA_003720475.1	PRJNA480016	SAMN09847867	RIXT00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-573		latest	Contig	Major	Full	2018/11/11	ASM372047v1	Emory University	GCF_003720475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/475/GCA_003720475.1_ASM372047v1		
GCA_003720485.1	PRJNA480016	SAMN09847836	RIXV00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-148		latest	Contig	Major	Full	2018/11/11	ASM372048v1	Emory University	GCF_003720485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/485/GCA_003720485.1_ASM372048v1		
GCA_003720515.1	PRJNA480016	SAMN09847866	RIXS00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-530		latest	Contig	Major	Full	2018/11/11	ASM372051v1	Emory University	GCF_003720515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/515/GCA_003720515.1_ASM372051v1		
GCA_003720535.1	PRJNA480016	SAMN09847859	RIXL00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-429		latest	Contig	Major	Full	2018/11/11	ASM372053v1	Emory University	GCF_003720535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/535/GCA_003720535.1_ASM372053v1		
GCA_003720545.1	PRJNA480016	SAMN09847865	RIXR00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFBR-515		latest	Contig	Major	Full	2018/11/11	ASM372054v1	Emory University	GCF_003720545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/720/545/GCA_003720545.1_ASM372054v1		
